rank,name,version,status,category,artifact_verified,compilation_completed,evidence_scope,sources_checked,source_files_total,remaining,wheel_filename,wheel_sha256,requires_python,evidence
966,google-cloud-storage-control,1.15.0,incompatible,syntax,True,False,verified_artifact,4,18,14,google_cloud_storage_control-1.15.0-py3-none-any.whl,46c8c801ff0425a1bd59bc28899a8242e15f6bbb06a4f2304cbd169c7d26cb29,>=3.10,"Verified wheel source fails compilation at google/cloud/storage_control_v2/_compat.py. This is the first concrete blocker; later files were not checked.
Traceback (most recent call last):
  File ""<staging>/wheel/google/cloud/storage_control_v2/_compat.py"", line 186
    default_universe: str,
SyntaxError: expected '=', got ','
error: Python syntax check failed for '<staging>/wheel/google/cloud/storage_control_v2/_compat.py' (no source was executed)"
967,huey,3.4.0,incompatible,syntax,True,False,verified_artifact,2,57,55,huey-3.4.0-py3-none-any.whl,d0580762397744026f83baae5f2b97a62474a62b8565ac75bbafefe72f9c784f,,"Verified wheel source fails compilation at huey/api.py. This is the first concrete blocker; later files were not checked.
Traceback (most recent call last):
  File ""<staging>/wheel/huey/api.py"", line 421
    return (utcnow() if self.utc else
SyntaxError: expected an expression, got @eol
error: Python syntax check failed for '<staging>/wheel/huey/api.py' (no source was executed)"
968,rich-argparse,1.8.0,incompatible,syntax,True,False,verified_artifact,2,11,9,rich_argparse-1.8.0-py3-none-any.whl,d2a3ce7854654e2253c578763ab0a32f05016f23a55fadba7b9a91b6c0e92142,>=3.9,"Verified wheel source fails compilation at rich_argparse/__main__.py. This is the first concrete blocker; later files were not checked.
Traceback (most recent call last):
  File ""<staging>/wheel/rich_argparse/__main__.py"", line 88
    if any(arg.startswith(""--generate"") for arg in sys.argv):
SyntaxError: expected ')', got 'for'
error: Python syntax check failed for '<staging>/wheel/rich_argparse/__main__.py' (no source was executed)"
969,maxminddb,3.1.1,incompatible,native_only,False,False,metadata,0,,,maxminddb-3.1.1-cp310-cp310-macosx_10_9_universal2.whl,44f5db2a50503dd805c6319e9dd2596b042382350ad570726ab6cab1e4404dd1,>=3.10,The selected release has no generic Python3 pure wheel; its published wheels require a platform/ABI or a different Python implementation tag. Artifact bytes were not downloaded. Older releases and source builds were not evaluated.
970,pyspnego,0.12.2,incompatible,syntax,True,False,verified_artifact,3,31,28,pyspnego-0.12.2-py3-none-any.whl,04e7c9260ced15197b3f42b891ffa30fa98c37bb09372c5c2bf927bcdfe30b53,>=3.9,"Verified wheel source fails compilation at spnego/_asn1.py. This is the first concrete blocker; later files were not checked.
Traceback (most recent call last):
  File ""<staging>/wheel/spnego/_asn1.py"", line 141
    if isinstance(tlv.tag_number, TypeTagNumber)
SyntaxError: expected ')', got 'if'
error: Python syntax check failed for '<staging>/wheel/spnego/_asn1.py' (no source was executed)"
971,nvidia-cusparse-cu12,12.5.10.65,incompatible,native_only,False,False,metadata,0,,,nvidia_cusparse_cu12-12.5.10.65-py3-none-manylinux2014_aarch64.manylinux_2_17_aarch64.whl,221c73e7482dd93eda44e65ce567c031c07e2f93f6fa0ecd3ba876a195023e83,>=3,The selected release has no generic Python3 pure wheel; its published wheels require a platform/ABI or a different Python implementation tag. Artifact bytes were not downloaded. Older releases and source builds were not evaluated.
972,skops,0.14.0,incompatible,syntax,True,False,verified_artifact,3,45,42,skops-0.14.0-py3-none-any.whl,60a5db78a9db46ccee2139a0ba13ab5afb1c96f4749b382e75a371291bbe3e36,>=3.9,"Verified wheel source fails compilation at skops/card/_markup.py. This is the first concrete blocker; later files were not checked.
Traceback (most recent call last):
  File ""<staging>/wheel/skops/card/_markup.py"", line 71
    def _indented(self, *, spaces: int):
SyntaxError: expected '@id', got ','
error: Python syntax check failed for '<staging>/wheel/skops/card/_markup.py' (no source was executed)"
973,twilio,9.11.0,incompatible,syntax,True,False,verified_artifact,6,755,749,twilio-9.11.0-py2.py3-none-any.whl,3de712da429d73955fa36210c2884cae077076985368094aec0d6743fb03dc2f,>=3.7.0,"Verified wheel source fails compilation at twilio/auth_strategy/token_auth_strategy.py. This is the first concrete blocker; later files were not checked.
Traceback (most recent call last):
  File ""<staging>/wheel/twilio/auth_strategy/token_auth_strategy.py"", line 32
    or self.token == """"
SyntaxError: expected ')', got 'or'
error: Python syntax check failed for '<staging>/wheel/twilio/auth_strategy/token_auth_strategy.py' (no source was executed)"
974,django-cors-headers,4.9.0,incompatible,syntax,True,False,verified_artifact,3,7,4,django_cors_headers-4.9.0-py3-none-any.whl,15c7f20727f90044dcee2216a9fd7303741a864865f0c3657e28b7056f61b449,>=3.9,"Verified wheel source fails compilation at corsheaders/checks.py. This is the first concrete blocker; later files were not checked.
Traceback (most recent call last):
  File ""<staging>/wheel/corsheaders/checks.py"", line 50
    or conf.CORS_PREFLIGHT_MAX_AGE < 0
SyntaxError: expected ')', got 'or'
error: Python syntax check failed for '<staging>/wheel/corsheaders/checks.py' (no source was executed)"
975,types-paramiko,5.0.0.20260724,unverified,unverified,True,True,verified_artifact,0,0,0,types_paramiko-5.0.0.20260724-py3-none-any.whl,40c7083803a5a28ab7a8d2fe4cd9b7746d0a03538598582ce68f60967a2ad272,>=3.10,"The wheel contains no .py source files to compile; it may be a stub, data, or dependency-only distribution. Dependencies, runtime APIs, assets, and behavior were not exercised."
976,typer-slim,0.24.0,unverified,unverified,True,True,verified_artifact,0,0,0,typer_slim-0.24.0-py3-none-any.whl,d5d7ee1ee2834d5020c7c616ed5e0d0f29b9a4b1dd283bdebae198ec09778d0e,>=3.10,"The wheel contains no .py source files to compile; it may be a stub, data, or dependency-only distribution. Dependencies, runtime APIs, assets, and behavior were not exercised."
977,gcloud-aio-bigquery,7.1.0,incompatible,syntax,True,False,verified_artifact,2,6,4,gcloud_aio_bigquery-7.1.0-py3-none-any.whl,524ae3cc14c1af6977a358829cc673b4471159caa7d62bba7f2d9334262bcd4a,">=3.8,<4.0","Verified wheel source fails compilation at gcloud/aio/bigquery/bigquery.py. This is the first concrete blocker; later files were not checked.
Traceback (most recent call last):
  File ""<staging>/wheel/gcloud/aio/bigquery/bigquery.py"", line 85
    or os.environ.get('GOOGLE_CLOUD_PROJECT')
SyntaxError: expected ')', got 'or'
error: Python syntax check failed for '<staging>/wheel/gcloud/aio/bigquery/bigquery.py' (no source was executed)"
978,pydub,0.25.1,incompatible,syntax,True,False,verified_artifact,2,11,9,pydub-0.25.1-py2.py3-none-any.whl,65617e33033874b59d87db603aa1ed450633288aefead953b30bded59cb599a6,,"Verified wheel source fails compilation at pydub/audio_segment.py. This is the first concrete blocker; later files were not checked.
Traceback (most recent call last):
  File ""<staging>/wheel/pydub/audio_segment.py"", line 119
    raise CouldntDecodeError(""Unknown audio format 0x%X in wav data"" %
SyntaxError: expected an expression, got @eol
error: Python syntax check failed for '<staging>/wheel/pydub/audio_segment.py' (no source was executed)"
979,hatch-vcs,0.5.0,unverified,unverified,True,True,verified_artifact,7,7,0,hatch_vcs-0.5.0-py3-none-any.whl,b49677dbdc597460cc22d01b27ab3696f5e16a21ecf2700fb01bc28e1f2a04a7,>=3.9,"All 7 Python source files compile. Imports, runtime APIs, dependency closure, assets, and behavior were not exercised; this is not a tested compatibility result."
980,nvidia-nvjitlink-cu12,12.9.86,incompatible,native_only,False,False,metadata,0,,,nvidia_nvjitlink_cu12-12.9.86-py3-none-manylinux2010_x86_64.manylinux_2_12_x86_64.whl,e3f1171dbdc83c5932a45f0f4c99180a70de9bd2718c1ab77d14104f6d7147f9,>=3,The selected release has no generic Python3 pure wheel; its published wheels require a platform/ABI or a different Python implementation tag. Artifact bytes were not downloaded. Older releases and source builds were not evaluated.
981,maturin,1.15.0,incompatible,native_only,False,False,metadata,0,,,maturin-1.15.0-py3-none-linux_armv6l.whl,6bf6dc62e22d4dcfd5a51244ff0d58975fa4979c48209fe84159617648956d82,>=3.7,The selected release has no generic Python3 pure wheel; its published wheels require a platform/ABI or a different Python implementation tag. Artifact bytes were not downloaded. Older releases and source builds were not evaluated.
982,nvidia-cufft-cu12,11.4.1.4,incompatible,native_only,False,False,metadata,0,,,nvidia_cufft_cu12-11.4.1.4-py3-none-manylinux2014_aarch64.manylinux_2_17_aarch64.whl,1a28c9b12260a1aa7a8fd12f5ebd82d027963d635ba82ff39a1acfa7c4c0fbcf,>=3,The selected release has no generic Python3 pure wheel; its published wheels require a platform/ABI or a different Python implementation tag. Artifact bytes were not downloaded. Older releases and source builds were not evaluated.
983,nvidia-cuda-runtime-cu12,12.9.79,incompatible,native_only,False,False,metadata,0,,,nvidia_cuda_runtime_cu12-12.9.79-py3-none-manylinux2014_aarch64.manylinux_2_17_aarch64.whl,83469a846206f2a733db0c42e223589ab62fd2fabac4432d2f8802de4bded0a4,>=3,The selected release has no generic Python3 pure wheel; its published wheels require a platform/ABI or a different Python implementation tag. Artifact bytes were not downloaded. Older releases and source builds were not evaluated.
984,shortuuid,1.0.13,incompatible,syntax,True,False,verified_artifact,4,5,1,shortuuid-1.0.13-py3-none-any.whl,a482a497300b49b4953e15108a7913244e1bb0d41f9d332f5e9925dba33a3c5a,>=3.6,"Verified wheel source fails compilation at shortuuid/main.py. This is the first concrete blocker; later files were not checked.
Traceback (most recent call last):
  File ""<staging>/wheel/shortuuid/main.py"", line 107
    return """".join(secrets.choice(self._alphabet) for _ in range(length))
SyntaxError: expected ')', got 'for'
error: Python syntax check failed for '<staging>/wheel/shortuuid/main.py' (no source was executed)"
985,python-utils,4.0.1,incompatible,syntax,True,False,verified_artifact,3,16,13,python_utils-4.0.1-py3-none-any.whl,6017bb56498a58656ecf48e66fb1f1632c7b33f9f2968548a021563e85be1aed,>=3.10,"Verified wheel source fails compilation at python_utils/_aliases.py. This is the first concrete blocker; later files were not checked.
Traceback (most recent call last):
  File ""<staging>/wheel/python_utils/_aliases.py"", line 47
    | datetime.date
SyntaxError: expected ')', got '|'
error: Python syntax check failed for '<staging>/wheel/python_utils/_aliases.py' (no source was executed)"
986,firebase-admin,7.5.0,incompatible,syntax,True,False,verified_artifact,2,32,30,firebase_admin-7.5.0-py3-none-any.whl,a37383d9c2e406d82a660776679672bed74407fc50bde7aa1418ed436d0346b7,>=3.9,"Verified wheel source fails compilation at firebase_admin/__init__.py. This is the first concrete blocker; later files were not checked.
Traceback (most recent call last):
  File ""<staging>/wheel/firebase_admin/__init__.py"", line 36
    def initialize_app(credential=None, options=None, name=_DEFAULT_APP_NAME):
SyntaxError: expected a literal, got '@id'
error: Python syntax check failed for '<staging>/wheel/firebase_admin/__init__.py' (no source was executed)"
987,opentelemetry-resourcedetector-gcp,1.14.0,incompatible,syntax,True,False,verified_artifact,1,9,8,opentelemetry_resourcedetector_gcp-1.14.0-py3-none-any.whl,cc4818570933b5c651aef80fbf6e8fbe26d63fe6fbc24ce22ae37e78744d30eb,>=3.10,"Verified wheel source fails compilation at opentelemetry/resourcedetector/gcp_resource_detector/__init__.py. This is the first concrete blocker; later files were not checked.
Traceback (most recent call last):
  File ""<staging>/wheel/opentelemetry/resourcedetector/gcp_resource_detector/__init__.py"", line 44
    if zone_or_region.type == ""zone""
SyntaxError: expected ')', got 'if'
error: Python syntax check failed for '<staging>/wheel/opentelemetry/resourcedetector/gcp_resource_detector/__init__.py' (no source was executed)"
988,fire,0.7.1,incompatible,syntax,True,False,verified_artifact,3,46,43,fire-0.7.1-py3-none-any.whl,e43fd8a5033a9001e7e2973bab96070694b9f12f2e0ecf96d4683971b5ab1882,>=3.7,"Verified wheel source fails compilation at fire/completion.py. This is the first concrete blocker; later files were not checked.
Traceback (most recent call last):
  File ""<staging>/wheel/fire/completion.py"", line 280
    global_options=' '.join(f'""{option}""' for option in global_options)
SyntaxError: expected ')', got 'for'
error: Python syntax check failed for '<staging>/wheel/fire/completion.py' (no source was executed)"
989,binaryornot,0.6.0,incompatible,syntax,True,False,verified_artifact,3,6,3,binaryornot-0.6.0-py3-none-any.whl,900adfd5e1b821255ba7e63139b0396b14c88b9286e74e03b6f51e0200331337,>=3.10,"Verified wheel source fails compilation at binaryornot/check.py. This is the first concrete blocker; later files were not checked.
Traceback (most recent call last):
  File ""<staging>/wheel/binaryornot/check.py"", line 17
    def is_binary(filename: str | bytes | Path, *, check_extensions: bool = True) -> bool:
SyntaxError: expected '@id', got ','
error: Python syntax check failed for '<staging>/wheel/binaryornot/check.py' (no source was executed)"
990,multitasking,0.0.13,incompatible,syntax,True,False,verified_artifact,1,1,0,multitasking-0.0.13-py3-none-any.whl,ec9243af140c67bfe52dc98d7173c294512735a88e8425c458b250db99dc2b48,,"Verified wheel source fails compilation at multitasking/__init__.py. This is the first concrete blocker; later files were not checked.
Traceback (most recent call last):
  File ""<staging>/wheel/multitasking/__init__.py"", line 230
    int(threads) if threads is not None
SyntaxError: expected 'else', got '@eol'
error: Python syntax check failed for '<staging>/wheel/multitasking/__init__.py' (no source was executed)"
991,bs4,0.0.2,unverified,unverified,True,True,verified_artifact,0,0,0,bs4-0.0.2-py2.py3-none-any.whl,abf8742c0805ef7f662dce4b51cca104cffe52b835238afc169142ab9b3fbccc,,"The wheel contains no .py source files to compile; it may be a stub, data, or dependency-only distribution. Dependencies, runtime APIs, assets, and behavior were not exercised."
992,ollama,0.6.2,incompatible,syntax,True,False,verified_artifact,2,4,2,ollama-0.6.2-py3-none-any.whl,3ad7daab28e5a973445c36a73882a3ef698c2ebb00e21e308652741577509f7d,>=3.8,"Verified wheel source fails compilation at ollama/_client.py. This is the first concrete blocker; later files were not checked.
Traceback (most recent call last):
  File ""<staging>/wheel/ollama/_client.py"", line 79
    class BaseClient(contextlib.AbstractContextManager, contextlib.AbstractAsyncContextManager):
SyntaxError: expected ')', got ','
error: Python syntax check failed for '<staging>/wheel/ollama/_client.py' (no source was executed)"
993,py-partiql-parser,0.6.3,incompatible,syntax,True,False,verified_artifact,10,17,7,py_partiql_parser-0.6.3-py2.py3-none-any.whl,deb0769c3346179d2f590dcbde556f708cdb929059fb654bad75f4cf6e07f582,,"Verified wheel source fails compilation at py_partiql_parser/_internal/select_parser.py. This is the first concrete blocker; later files were not checked.
Traceback (most recent call last):
  File ""<staging>/wheel/py_partiql_parser/_internal/select_parser.py"", line 67
    and other.value == self.value
SyntaxError: expected ')', got 'and'
error: Python syntax check failed for '<staging>/wheel/py_partiql_parser/_internal/select_parser.py' (no source was executed)"
